"filename", "language", "JavaScript", "Django HTML", "PHP", "CSS", "SCSS", "JSON", "vue", "Markdown", "XML", "Django txt", "YAML", "comment", "blank", "total"
"c:\laragon\www\bazrasi\public\js\bootstrap-datepicker.js", "JavaScript", 1720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 132, 1921
"c:\laragon\www\bazrasi\public\js\bootstrap-toggle.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 10
"c:\laragon\www\bazrasi\public\js\bootstrap.min.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 8
"c:\laragon\www\bazrasi\public\js\calendar.js", "JavaScript", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 25, 169
"c:\laragon\www\bazrasi\public\js\daterangepicker.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 9
"c:\laragon\www\bazrasi\public\js\digidocu-custom.js", "JavaScript", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 67
"c:\laragon\www\bazrasi\public\js\filerobot-image-editor.min.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 1, 66
"c:\laragon\www\bazrasi\public\js\handlebar-helpers.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 24
"c:\laragon\www\bazrasi\public\js\handlebars.min.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 1, 30
"c:\laragon\www\bazrasi\public\js\icheck.min.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 12
"c:\laragon\www\bazrasi\public\js\jquery.Bootstrap-PersianDateTimePicker.js", "JavaScript", 567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 88, 719
"c:\laragon\www\bazrasi\public\js\jquery.js", "JavaScript", 6906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1890, 2077, 10873
"c:\laragon\www\bazrasi\public\js\jquery.min.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5
"c:\laragon\www\bazrasi\public\js\moment.min.js", "JavaScript", 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 286, 1, 496
"c:\laragon\www\bazrasi\public\js\select2.min.js", "JavaScript", 3846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3848
"c:\laragon\www\bazrasi\public\js\sweetalert.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\laragon\www\bazrasi\public\mix-manifest.json", "JSON", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"c:\laragon\www\bazrasi\public\robots.txt", "Django txt", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 3
"c:\laragon\www\bazrasi\public\vendor\bootstrap-tagsinput\css\bootstrap-tagsinput.css", "CSS", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 1, 56
"c:\laragon\www\bazrasi\public\vendor\bootstrap-tagsinput\js\bootstrap-tagsinput.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 7
"c:\laragon\www\bazrasi\public\vendor\bootstrap-typeahead\js\bootstrap3-typeahead.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\laragon\www\bazrasi\public\vendor\bootstrap-wysihtml5\css\bootstrap3-wysihtml5.min.css", "CSS", 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 1, 2, 98
"c:\laragon\www\bazrasi\public\vendor\bootstrap-wysihtml5\js\bootstrap3-wysihtml5.all.min.js", "JavaScript", 11599, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 11619
"c:\laragon\www\bazrasi\public\vendor\bootstrap\css\bootstrap.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 1, 7
"c:\laragon\www\bazrasi\public\vendor\datatables\buttons.bootstrap.min.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 7
"c:\laragon\www\bazrasi\public\vendor\datatables\buttons.colVis.min.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\laragon\www\bazrasi\public\vendor\datatables\buttons.server-side.js", "JavaScript", 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 61, 285
"c:\laragon\www\bazrasi\public\vendor\datatables\dataTables.bootstrap.min.js", "JavaScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 9
"c:\laragon\www\bazrasi\public\vendor\datatables\dataTables.buttons.min.js", "JavaScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 38
"c:\laragon\www\bazrasi\public\vendor\datatables\jquery.dataTables.min.js", "JavaScript", 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 167
"c:\laragon\www\bazrasi\readme.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 7, 36
"c:\laragon\www\bazrasi\resources\infyom\infyom-generator-templates\vuejs\css\vue-styles.css", "CSS", 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 3, 1, 102
"c:\laragon\www\bazrasi\resources\infyom\infyom-generator-templates\vuejs\js\crud.js", "JavaScript", 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 251
"c:\laragon\www\bazrasi\resources\infyom\infyom-generator-templates\vuejs\js\gulpfile.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 5, 26
"c:\laragon\www\bazrasi\resources\infyom\infyom-generator-templates\vuejs\js\package.json", "JSON", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 1, 31
"c:\laragon\www\bazrasi\resources\infyom\infyom-generator-templates\vuejs\vendor\vue-editable\vue-editable.js", "JavaScript", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 61
"c:\laragon\www\bazrasi\resources\infyom\infyom-generator-templates\vuejs\vendor\vue-strap\vue-strap.min.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\laragon\www\bazrasi\resources\infyom\infyom-generator-templates\vuejs\vendor\vue-table\components\VuetablePaginationMixin.vue", "vue", 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 1, 111
"c:\laragon\www\bazrasi\resources\infyom\infyom-generator-templates\vuejs\vendor\vue-table\components\VuetablePaginationSimple.vue", "vue", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 1, 24
"c:\laragon\www\bazrasi\resources\js\app.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\laragon\www\bazrasi\resources\js\bootstrap.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 11, 42
"c:\laragon\www\bazrasi\resources\lang\en\auth.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 20
"c:\laragon\www\bazrasi\resources\lang\en\pagination.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 20
"c:\laragon\www\bazrasi\resources\lang\en\passwords.php", "PHP", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 23
"c:\laragon\www\bazrasi\resources\lang\en\validation.php", "PHP", 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 30, 9, 152
"c:\laragon\www\bazrasi\resources\model_schemas\CustomField.json", "JSON", 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 1, 75
"c:\laragon\www\bazrasi\resources\model_schemas\Document.json", "JSON", 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 1, 105
"c:\laragon\www\bazrasi\resources\model_schemas\File.json", "JSON", 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 1, 95
"c:\laragon\www\bazrasi\resources\model_schemas\FileType.json", "JSON", 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 98
"c:\laragon\www\bazrasi\resources\model_schemas\Setting.json", "JSON", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 1, 63
"c:\laragon\www\bazrasi\resources\model_schemas\Tag.json", "JSON", 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 1, 81
"c:\laragon\www\bazrasi\resources\model_schemas\User.json", "JSON", 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 1, 123
"c:\laragon\www\bazrasi\resources\sass\_variables.scss", "SCSS", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 3, 3, 20
"c:\laragon\www\bazrasi\resources\sass\app.scss", "SCSS", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 3, 9
"c:\laragon\www\bazrasi\resources\views\auth\emails\password.blade.php", "PHP", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\laragon\www\bazrasi\resources\views\auth\login.blade.php", "PHP", 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 125
"c:\laragon\www\bazrasi\resources\views\auth\passwords\email.blade.php", "PHP", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 88
"c:\laragon\www\bazrasi\resources\views\auth\passwords\reset.blade.php", "PHP", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 112
"c:\laragon\www\bazrasi\resources\views\auth\register.blade.php", "PHP", 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 132
"c:\laragon\www\bazrasi\resources\views\components\input.blade.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\laragon\www\bazrasi\resources\views\components\select.blade.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\laragon\www\bazrasi\resources\views\components\textarea.blade.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\laragon\www\bazrasi\resources\views\custom_fields\create.blade.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\laragon\www\bazrasi\resources\views\custom_fields\datatables_actions.blade.php", "PHP", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\laragon\www\bazrasi\resources\views\custom_fields\edit.blade.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\laragon\www\bazrasi\resources\views\custom_fields\fields.blade.php", "PHP", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 36
"c:\laragon\www\bazrasi\resources\views\custom_fields\index.blade.php", "PHP", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31
"c:\laragon\www\bazrasi\resources\views\custom_fields\show.blade.php", "PHP", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"c:\laragon\www\bazrasi\resources\views\custom_fields\show_fields.blade.php", "PHP", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 51
"c:\laragon\www\bazrasi\resources\views\custom_fields\table.blade.php", "PHP", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\laragon\www\bazrasi\resources\views\documents\create.blade.php", "PHP", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\laragon\www\bazrasi\resources\views\documents\edit.blade.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\laragon\www\bazrasi\resources\views\documents\fields.blade.php", "PHP", 0, 0, 307, 0, 0, 0, 0, 0, 0, 0, 0, 5, 36, 348
"c:\laragon\www\bazrasi\resources\views\documents\file_upload.blade.php", "PHP", 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 181
"c:\laragon\www\bazrasi\resources\views\documents\index.blade.php", "PHP", 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 218
"c:\laragon\www\bazrasi\resources\views\documents\show.blade.php", "PHP", 0, 0, 575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 592
"c:\laragon\www\bazrasi\resources\views\errors\401.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\laragon\www\bazrasi\resources\views\errors\403.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\laragon\www\bazrasi\resources\views\errors\404.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\laragon\www\bazrasi\resources\views\errors\419.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\laragon\www\bazrasi\resources\views\errors\429.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\laragon\www\bazrasi\resources\views\errors\500.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\laragon\www\bazrasi\resources\views\errors\503.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\laragon\www\bazrasi\resources\views\errors\illustrated-layout.blade.php", "PHP", 0, 0, 388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 487
"c:\laragon\www\bazrasi\resources\views\errors\layout.blade.php", "PHP", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 58
"c:\laragon\www\bazrasi\resources\views\errors\minimal.blade.php", "PHP", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 63
"c:\laragon\www\bazrasi\resources\views\file_types\create.blade.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\laragon\www\bazrasi\resources\views\file_types\datatables_actions.blade.php", "PHP", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\laragon\www\bazrasi\resources\views\file_types\edit.blade.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\laragon\www\bazrasi\resources\views\file_types\fields.blade.php", "PHP", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 46
"c:\laragon\www\bazrasi\resources\views\file_types\index.blade.php", "PHP", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
"c:\laragon\www\bazrasi\resources\views\file_types\show.blade.php", "PHP", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 37
"c:\laragon\www\bazrasi\resources\views\file_types\show_fields.blade.php", "PHP", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 50
"c:\laragon\www\bazrasi\resources\views\file_types\table.blade.php", "PHP", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\laragon\www\bazrasi\resources\views\home.blade.php", "PHP", 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 169
"c:\laragon\www\bazrasi\resources\views\layouts\app.blade.php", "PHP", 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 178
"c:\laragon\www\bazrasi\resources\views\layouts\datatables_css.blade.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\laragon\www\bazrasi\resources\views\layouts\datatables_js.blade.php", "PHP", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\laragon\www\bazrasi\resources\views\layouts\menu.blade.php", "PHP", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 60
"c:\laragon\www\bazrasi\resources\views\layouts\sidebar.blade.php", "PHP", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 42
"c:\laragon\www\bazrasi\resources\views\pdf.blade.php", "PHP", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\laragon\www\bazrasi\resources\views\profile.blade.php", "PHP", 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 113
"c:\laragon\www\bazrasi\resources\views\reports\index.blade.php", "PHP", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 83
"c:\laragon\www\bazrasi\resources\views\reports\rptKol.blade.php", "PHP", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 89
"c:\laragon\www\bazrasi\resources\views\settings\create.blade.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\laragon\www\bazrasi\resources\views\settings\datatables_actions.blade.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\laragon\www\bazrasi\resources\views\settings\edit.blade.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\laragon\www\bazrasi\resources\views\settings\fields.blade.php", "PHP", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"c:\laragon\www\bazrasi\resources\views\settings\index.blade.php", "PHP", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"c:\laragon\www\bazrasi\resources\views\settings\show.blade.php", "PHP", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\laragon\www\bazrasi\resources\views\settings\show_fields.blade.php", "PHP", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
"c:\laragon\www\bazrasi\resources\views\settings\table.blade.php", "PHP", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\laragon\www\bazrasi\resources\views\tags\create.blade.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\laragon\www\bazrasi\resources\views\tags\datatables_actions.blade.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\laragon\www\bazrasi\resources\views\tags\edit.blade.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\laragon\www\bazrasi\resources\views\tags\fields.blade.php", "PHP", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"c:\laragon\www\bazrasi\resources\views\tags\index.blade.php", "PHP", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
"c:\laragon\www\bazrasi\resources\views\tags\show.blade.php", "PHP", 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 109
"c:\laragon\www\bazrasi\resources\views\tags\show_fields.blade.php", "PHP", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 43
"c:\laragon\www\bazrasi\resources\views\tags\table.blade.php", "PHP", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\laragon\www\bazrasi\resources\views\users\create.blade.php", "PHP", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\laragon\www\bazrasi\resources\views\users\datatables_actions.blade.php", "PHP", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\laragon\www\bazrasi\resources\views\users\edit.blade.php", "PHP", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\laragon\www\bazrasi\resources\views\users\fields.blade.php", "PHP", 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 210
"c:\laragon\www\bazrasi\resources\views\users\index.blade.php", "PHP", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
"c:\laragon\www\bazrasi\resources\views\users\show.blade.php", "PHP", 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 159
"c:\laragon\www\bazrasi\resources\views\users\show_fields.blade.php", "PHP", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 60
"c:\laragon\www\bazrasi\resources\views\users\table.blade.php", "PHP", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\laragon\www\bazrasi\resources\views\vendor\datatables\print.blade.php", "PHP", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 38
"c:\laragon\www\bazrasi\resources\views\vendor\flash\message.blade.php", "PHP", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\laragon\www\bazrasi\resources\views\vendor\flash\modal.blade.php", "PHP", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"c:\laragon\www\bazrasi\resources\views\vendor\mail\html\button.blade.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\laragon\www\bazrasi\resources\views\vendor\mail\html\footer.blade.php", "PHP", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\laragon\www\bazrasi\resources\views\vendor\mail\html\header.blade.php", "PHP", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\laragon\www\bazrasi\resources\views\vendor\mail\html\layout.blade.php", "PHP", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 55
"c:\laragon\www\bazrasi\resources\views\vendor\mail\html\message.blade.php", "PHP", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"c:\laragon\www\bazrasi\resources\views\vendor\mail\html\panel.blade.php", "PHP", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\laragon\www\bazrasi\resources\views\vendor\mail\html\promotion.blade.php", "PHP", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\laragon\www\bazrasi\resources\views\vendor\mail\html\promotion\button.blade.php", "PHP", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\laragon\www\bazrasi\resources\views\vendor\mail\html\subcopy.blade.php", "PHP", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\laragon\www\bazrasi\resources\views\vendor\mail\html\table.blade.php", "PHP", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\laragon\www\bazrasi\resources\views\vendor\mail\html\themes\default.css", "CSS", 0, 0, 0, 234, 0, 0, 0, 0, 0, 0, 0, 11, 48, 293
"c:\laragon\www\bazrasi\resources\views\vendor\mail\text\button.blade.php", "PHP", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\laragon\www\bazrasi\resources\views\vendor\mail\text\footer.blade.php", "PHP", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\laragon\www\bazrasi\resources\views\vendor\mail\text\header.blade.php", "PHP", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\laragon\www\bazrasi\resources\views\vendor\mail\text\layout.blade.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10
"c:\laragon\www\bazrasi\resources\views\vendor\mail\text\message.blade.php", "PHP", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"c:\laragon\www\bazrasi\resources\views\vendor\mail\text\panel.blade.php", "PHP", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\laragon\www\bazrasi\resources\views\vendor\mail\text\promotion.blade.php", "PHP", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\laragon\www\bazrasi\resources\views\vendor\mail\text\promotion\button.blade.php", "PHP", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\laragon\www\bazrasi\resources\views\vendor\mail\text\subcopy.blade.php", "PHP", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\laragon\www\bazrasi\resources\views\vendor\mail\text\table.blade.php", "PHP", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\laragon\www\bazrasi\resources\views\vendor\notifications\email.blade.php", "PHP", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 64
"c:\laragon\www\bazrasi\resources\views\vendor\pagination\bootstrap-4.blade.php", "PHP", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 47
"c:\laragon\www\bazrasi\resources\views\vendor\pagination\default.blade.php", "PHP", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 47
"c:\laragon\www\bazrasi\resources\views\vendor\pagination\semantic-ui.blade.php", "PHP", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37
"c:\laragon\www\bazrasi\resources\views\vendor\pagination\simple-bootstrap-4.blade.php", "PHP", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28
"c:\laragon\www\bazrasi\resources\views\vendor\pagination\simple-default.blade.php", "PHP", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\laragon\www\bazrasi\resources\views\welcome.blade.php", "PHP", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 97
"c:\laragon\www\bazrasi\routes\api.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 19
"c:\laragon\www\bazrasi\routes\channels.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 17
"c:\laragon\www\bazrasi\routes\console.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 19
"c:\laragon\www\bazrasi\routes\web.php", "PHP", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 57
"c:\laragon\www\bazrasi\server.php", "PHP", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 22
"c:\laragon\www\bazrasi\tests\ApiTestTrait.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33
"c:\laragon\www\bazrasi\tests\CreatesApplication.php", "PHP", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 23
"c:\laragon\www\bazrasi\tests\Feature\ExampleTest.php", "PHP", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 22
"c:\laragon\www\bazrasi\tests\TestCase.php", "PHP", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"c:\laragon\www\bazrasi\tests\Unit\ExampleTest.php", "PHP", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 20
"c:\laragon\www\bazrasi\vendor\facade\ignition\resources\compiled\ignition.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 32
